ID,Modelo,URL,Ratio,Area_cm2,Resolução,Tamanho,PPI,Status,Extraído_em
127,"Galaxy F54",https://www.gsmarena.com/samsung_galaxy_f54-12239.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:54:28
128,"Galaxy F55",https://www.gsmarena.com/samsung_galaxy_f55-12885.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:55:29
129,"Galaxy F56",https://www.gsmarena.com/samsung_galaxy_f56_5g-13855.php,19.5:9,111.51,1080x2340,6.74",N/A,SUCCESS,2025-12-15 01:56:31
130,"Galaxy F62",https://www.gsmarena.com/samsung_galaxy_f62-10740.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 01:57:32
131,"Galaxy Fold",https://www.gsmarena.com/samsung_galaxy_fold-9523.php,21:9,124.48,1536x2152,7.3",N/A,SUCCESS,2025-12-15 01:58:34
132,"Galaxy Fold 5G",https://www.gsmarena.com/samsung_galaxy_fold_5g-9851.php,21:9,124.48,1536x2152,7.3",N/A,SUCCESS,2025-12-15 01:59:35
133,"Galaxy Folder",https://www.gsmarena.com/samsung_galaxy_folder-7453.php,5:3,41.10,480x800,3.8",N/A,SUCCESS,2025-12-15 02:00:37
134,"Galaxy Folder2",https://www.gsmarena.com/samsung_galaxy_folder2-9331.php,5:3,41.10,480x800,3.8",N/A,SUCCESS,2025-12-15 02:01:38
135,"Galaxy J1",https://www.gsmarena.com/samsung_galaxy_j1-6907.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:02:39
136,"Galaxy J1 (2016)",https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,5:3,57.64,480x800,4.5",N/A,SUCCESS,2025-12-15 02:03:41
137,"Galaxy J1 4G",https://www.gsmarena.com/samsung_galaxy_j1_4g-7034.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:04:42
138,"Galaxy J1 Ace",https://www.gsmarena.com/samsung_galaxy_j1_ace-7673.php,5:3,52.63,480x800,4.3",N/A,SUCCESS,2025-12-15 02:05:44
139,"Galaxy J1 mini prime",https://www.gsmarena.com/samsung_galaxy_j1_mini_prime-8397.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 02:06:45
140,"Galaxy J1 Nxt",https://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 02:07:47
141,"Galaxy J2",https://www.gsmarena.com/samsung_galaxy_j2-7357.php,16:9,60.90,540x960,4.7",N/A,SUCCESS,2025-12-15 02:08:48
142,"Galaxy J2 (2016)",https://www.gsmarena.com/samsung_galaxy_j2_(2016)-8083.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:09:49
143,"Galaxy J2 (2017)",https://www.gsmarena.com/samsung_galaxy_j2_(2017)-8900.php,16:9,60.90,540x960,4.7",N/A,SUCCESS,2025-12-15 02:10:51
144,"Galaxy J2 Core",https://www.gsmarena.com/samsung_galaxy_j2_core-9255.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:11:52
145,"Galaxy J2 Core (2020)",https://www.gsmarena.com/samsung_galaxy_j2_core_(2020)-10208.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:12:54
146,"Galaxy J2 Prime",https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:13:55
147,"Galaxy J2 Pro (2016)",https://www.gsmarena.com/samsung_galaxy_j2_pro_(2016)-8228.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:14:57
148,"Galaxy J2 Pro (2018)",https://www.gsmarena.com/samsung_galaxy_j2_pro_(2018)-8904.php,16:9,68.92,540x960,5.0",N/A,SUCCESS,2025-12-15 02:15:58
149,"Galaxy J3 (2016)",https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:17:00
150,"Galaxy J3 (2017)",https://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:18:01
151,"Galaxy J3 (2018)",https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:19:03
152,"Galaxy J3 Emerge",https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:20:04
153,"Galaxy J3 Pro",https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:21:05
154,"Galaxy J4+",https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:22:07
155,"Galaxy J4",https://www.gsmarena.com/samsung_galaxy_j4-9204.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:23:08
156,"Galaxy J4 Core",https://www.gsmarena.com/samsung_galaxy_j4_core-9397.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:24:10
157,"Galaxy J5",https://www.gsmarena.com/samsung_galaxy_j5-7184.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:25:11
158,"Galaxy J5 (2016)",https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,16:9,74.54,720x1280,5.2",N/A,SUCCESS,2025-12-15 02:26:13
159,"Galaxy J5 (2017)",https://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,16:9,74.54,720x1280,5.2",N/A,SUCCESS,2025-12-15 02:27:14
160,"Galaxy J5 Prime",https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 02:28:15
161,"Galaxy J6+",https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:29:17
162,"Galaxy J6",https://www.gsmarena.com/samsung_galaxy_j6-9203.php,18.5:9,79.59,720x1480,5.6",N/A,SUCCESS,2025-12-15 02:30:18
163,"Galaxy J7",https://www.gsmarena.com/samsung_galaxy_j7-7185.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:31:20
164,"Galaxy J7 (2016)",https://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:32:21
165,"Galaxy J7 (2017)",https://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 02:33:23
166,"Galaxy J7 (2018)",https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:34:24
167,"Galaxy J7 Duo",https://www.gsmarena.com/samsung_galaxy_j7_duo-9153.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:35:25
168,"Galaxy J7 Max",https://www.gsmarena.com/samsung_galaxy_j7_max-8684.php,16:9,89.57,1080x1920,5.7",N/A,SUCCESS,2025-12-15 02:36:27
169,"Galaxy J7 Nxt",https://www.gsmarena.com/samsung_galaxy_j7_nxt-8785.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:37:28
170,"Galaxy J7 Prime",https://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 02:38:30
171,"Galaxy J7 Prime 2",https://www.gsmarena.com/samsung_galaxy_j7_prime_2-9135.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 02:39:31
172,"Galaxy J7 Pro",https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-15 02:40:32
173,"Galaxy J7 V",https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 02:41:34
174,"Galaxy J8",https://www.gsmarena.com/samsung_galaxy_j8-9205.php,18.5:9,91.37,720x1480,6.0",N/A,SUCCESS,2025-12-15 02:42:35
175,"Galaxy J Max",https://www.gsmarena.com/samsung_galaxy_j_max-8186.php,16:10,142.08,800x1280,7.0",N/A,SUCCESS,2025-12-15 02:43:37
176,"Galaxy M01",https://www.gsmarena.com/samsung_galaxy_m01-10216.php,19:9,81.09,720x1520,5.7",N/A,SUCCESS,2025-12-15 02:44:38
177,"Galaxy M01 Core",https://www.gsmarena.com/samsung_galaxy_m01_core-10316.php,18.5:9,71.29,720x1480,5.3",N/A,SUCCESS,2025-12-15 02:45:39
178,"Galaxy M01s",https://www.gsmarena.com/samsung_galaxy_m01s-10335.php,19:9,95.95,720x1520,6.2",N/A,SUCCESS,2025-12-15 02:46:41
179,"Galaxy M02",https://www.gsmarena.com/samsung_galaxy_m02-10709.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 02:47:42
180,"Galaxy M02s",https://www.gsmarena.com/samsung_galaxy_m02s-10663.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 02:48:44
181,"Galaxy M04",https://www.gsmarena.com/samsung_galaxy_m04-12022.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 02:49:45
182,"Galaxy M05",https://www.gsmarena.com/samsung_galaxy_m05-13327.php,20:9,108.38,720x1600,6.7",N/A,SUCCESS,2025-12-15 02:50:46
183,"Galaxy M06",https://www.gsmarena.com/samsung_galaxy_m06-13681.php,20:9,109.68,720x1600,6.74",N/A,SUCCESS,2025-12-15 02:51:48
184,"Galaxy M07",https://www.gsmarena.com/samsung_galaxy_m07-14100.php,20:9,108.38,720x1600,6.7",N/A,SUCCESS,2025-12-15 02:52:49
185,"Galaxy M10",https://www.gsmarena.com/samsung_galaxy_m10-9508.php,19:9,96.57,720x1520,6.22",N/A,SUCCESS,2025-12-15 02:53:51
186,"Galaxy M10s",https://www.gsmarena.com/samsung_galaxy_m10s-9861.php,19.5:9,100.55,720x1560,6.4",N/A,SUCCESS,2025-12-15 02:54:52
187,"Galaxy M11",https://www.gsmarena.com/samsung_galaxy_m11-10124.php,19.5:9,100.55,720x1560,6.4",N/A,SUCCESS,2025-12-15 02:55:53
188,"Galaxy M12",https://www.gsmarena.com/samsung_galaxy_m12-10860.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 02:56:55
189,"Galaxy M12 (India)",https://www.gsmarena.com/samsung_galaxy_m12_(india)-10578.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 02:57:56
190,"Galaxy M13",https://www.gsmarena.com/samsung_galaxy_m13-11564.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 02:58:58
191,"Galaxy M13 (India)",https://www.gsmarena.com/samsung_galaxy_m13_(india)-11654.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 02:59:59
192,"Galaxy M13 5G",https://www.gsmarena.com/samsung_galaxy_m13_5g-11633.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 03:01:01
193,"Galaxy M14",https://www.gsmarena.com/samsung_galaxy_m14-12160.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 03:02:02
194,"Galaxy M14 4G",https://www.gsmarena.com/samsung_galaxy_m14_4g-12862.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:03:03
195,"Galaxy M15",https://www.gsmarena.com/samsung_galaxy_m15-12833.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 03:04:05
196,"Galaxy M16",https://www.gsmarena.com/samsung_galaxy_m16-13680.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 03:05:06
197,"Galaxy M17",https://www.gsmarena.com/samsung_galaxy_m17_5g-14221.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 03:06:08
198,"Galaxy M20",https://www.gsmarena.com/samsung_galaxy_m20-9506.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-15 03:07:09
199,"Galaxy M21",https://www.gsmarena.com/samsung_galaxy_m21-10111.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:08:11
200,"Galaxy M21 2021",https://www.gsmarena.com/samsung_galaxy_m21_2021-11015.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:09:12
201,"Galaxy M21s",https://www.gsmarena.com/samsung_galaxy_m21s-10580.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:10:13
202,"Galaxy M22",https://www.gsmarena.com/samsung_galaxy_m22-11011.php,20:9,98.89,720x1600,6.4",N/A,SUCCESS,2025-12-15 03:11:15
203,"Galaxy M23",https://www.gsmarena.com/samsung_galaxy_m23-11403.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 03:12:16
204,"Galaxy M30",https://www.gsmarena.com/samsung_galaxy_m30-9505.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:13:18
205,"Galaxy M30s",https://www.gsmarena.com/samsung_galaxy_m30s-9818.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:14:19
206,"Galaxy M31",https://www.gsmarena.com/samsung_galaxy_m31-10079.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:15:20
207,"Galaxy M31 Prime",https://www.gsmarena.com/samsung_galaxy_m31_prime-10496.php,19.5:9,100.55,1080x2340,6.4",N/A,SUCCESS,2025-12-15 03:16:22
208,"Galaxy M31s",https://www.gsmarena.com/samsung_galaxy_m31s-10333.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 03:17:23
209,"Galaxy M32",https://www.gsmarena.com/samsung_galaxy_m32-10887.php,20:9,98.89,1080x2400,6.4",N/A,SUCCESS,2025-12-15 03:18:25
210,"Galaxy M32 5G",https://www.gsmarena.com/samsung_galaxy_m32_5g-11062.php,20:9,102.01,720x1600,6.5",N/A,SUCCESS,2025-12-15 03:19:26
211,"Galaxy M33",https://www.gsmarena.com/samsung_galaxy_m33-11404.php,20:9,105.17,1080x2408,6.6",N/A,SUCCESS,2025-12-15 03:20:27
212,"Galaxy M34 5G",https://www.gsmarena.com/samsung_galaxy_m34_5g-11290.php,19.5:9,103.71,1080x2340,6.5",N/A,SUCCESS,2025-12-15 03:21:29
213,"Galaxy M35",https://www.gsmarena.com/samsung_galaxy_m35-13006.php,19.5:9,106.93,1080x2340,6.6",N/A,SUCCESS,2025-12-15 03:22:30
214,"Galaxy M36",https://www.gsmarena.com/samsung_galaxy_m36_5g-13967.php,19.5:9,110.19,1080x2340,6.7",N/A,SUCCESS,2025-12-15 03:23:32
215,"Galaxy M40",https://www.gsmarena.com/samsung_galaxy_m40-9721.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-15 03:24:33
216,"Galaxy M42 5G",https://www.gsmarena.com/samsung_galaxy_m42_5g-10848.php,20:9,105.17,720x1600,6.6",N/A,SUCCESS,2025-12-15 03:25:35
217,"Galaxy M51",https://www.gsmarena.com/samsung_galaxy_m51-10148.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:26:36
218,"Galaxy M52 5G",https://www.gsmarena.com/samsung_galaxy_m52_5g-11110.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:27:38
219,"Galaxy M53",https://www.gsmarena.com/samsung_galaxy_m53-11439.php,20:9,108.38,1080x2408,6.7",N/A,SUCCESS,2025-12-15 03:28:39
220,"Galaxy M54",https://www.gsmarena.com/samsung_galaxy_m54-12189.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:29:40
221,"Galaxy M55",https://www.gsmarena.com/samsung_galaxy_m55-12896.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:30:42
222,"Galaxy M55s",https://www.gsmarena.com/samsung_galaxy_m55s-13354.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:31:43
223,"Galaxy M56",https://www.gsmarena.com/samsung_galaxy_m56_5g-13801.php,19.5:9,111.51,1080x2340,6.74",N/A,SUCCESS,2025-12-15 03:32:45
224,"Galaxy M62",https://www.gsmarena.com/samsung_galaxy_m62-10749.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:33:46
225,"Galaxy S10+",https://www.gsmarena.com/samsung_galaxy_s10+-9535.php,19:9,102.24,1440x3040,6.4",N/A,SUCCESS,2025-12-15 03:34:48
226,"Galaxy S10",https://www.gsmarena.com/samsung_galaxy_s10-9536.php,19:9,92.88,1440x3040,6.1",N/A,SUCCESS,2025-12-15 03:35:49
227,"Galaxy S10 5G",https://www.gsmarena.com/samsung_galaxy_s10_5g-9588.php,19:9,112.04,1440x3040,6.7",N/A,SUCCESS,2025-12-15 03:36:51
228,"Galaxy S10 Lite",https://www.gsmarena.com/samsung_galaxy_s10_lite-9917.php,20:9,108.38,1080x2400,6.7",N/A,SUCCESS,2025-12-15 03:37:52
229,"Galaxy S10e",https://www.gsmarena.com/samsung_galaxy_s10e-9537.php,19:9,83.96,1080x2280,5.8",N/A,SUCCESS,2025-12-15 03:38:54
230,"Galaxy S6",https://www.gsmarena.com/samsung_galaxy_s6-6849.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:39:55
231,"Galaxy S6 (USA)",https://www.gsmarena.com/samsung_galaxy_s6_(usa)-7164.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:40:56
232,"Galaxy S6 Duos",https://www.gsmarena.com/samsung_galaxy_s6_duos-7377.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:41:58
233,"Galaxy S6 edge+",https://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,16:9,89.57,1440x2560,5.7",N/A,SUCCESS,2025-12-15 03:42:59
234,"Galaxy S6 edge+ (USA)",https://www.gsmarena.com/samsung_galaxy_s6_edge+_(usa)-7505.php,16:9,89.57,1440x2560,5.7",N/A,SUCCESS,2025-12-15 03:44:01
235,"Galaxy S6 edge+ Duos",https://www.gsmarena.com/samsung_galaxy_s6_edge+_duos-7509.php,16:9,89.57,1440x2560,5.7",N/A,SUCCESS,2025-12-15 03:45:02
236,"Galaxy S6 edge",https://www.gsmarena.com/samsung_galaxy_s6_edge-7079.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:46:03
237,"Galaxy S6 edge (USA)",https://www.gsmarena.com/samsung_galaxy_s6_edge_(usa)-7166.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:47:05
238,"Galaxy S7",https://www.gsmarena.com/samsung_galaxy_s7-7821.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:48:06
239,"Galaxy S7 (USA)",https://www.gsmarena.com/samsung_galaxy_s7_(usa)-7960.php,16:9,71.70,1440x2560,5.1",N/A,SUCCESS,2025-12-15 03:49:08
240,"Galaxy S7 edge",https://www.gsmarena.com/samsung_galaxy_s7_edge-7945.php,16:9,83.39,1440x2560,5.5",N/A,SUCCESS,2025-12-15 03:50:09
241,"Galaxy S7 edge (USA)",https://www.gsmarena.com/samsung_galaxy_s7_edge_(usa)-7961.php,16:9,83.39,1440x2560,5.5",N/A,SUCCESS,2025-12-15 03:51:10
242,"Galaxy S8+",https://www.gsmarena.com/samsung_galaxy_s8+-8523.php,18.5:9,97.56,1440x2960,6.2",N/A,SUCCESS,2025-12-15 03:52:12
243,"Galaxy S8",https://www.gsmarena.com/samsung_galaxy_s8-8161.php,18.5:9,85.38,1440x2960,5.8",N/A,SUCCESS,2025-12-15 03:53:14
244,"Galaxy S9+",https://www.gsmarena.com/samsung_galaxy_s9+-8967.php,18.5:9,97.56,1440x2960,6.2",N/A,SUCCESS,2025-12-15 03:54:15
245,"Galaxy S9",https://www.gsmarena.com/samsung_galaxy_s9-8966.php,18.5:9,85.38,1440x2960,5.8",N/A,SUCCESS,2025-12-15 03:55:17
246,"Galaxy S Light Luxury",https://www.gsmarena.com/samsung_galaxy_s_light_luxury-9202.php,18.5:9,85.38,1080x2220,5.8",N/A,SUCCESS,2025-12-15 03:56:18
247,"Guru Plus",https://www.gsmarena.com/samsung_guru_plus_-7794.php,1:1,7.26,128x128,1.5",N/A,SUCCESS,2025-12-15 03:57:20
248,"Metro 360",https://www.gsmarena.com/samsung_metro_360-7751.php,4:3,17.84,240x320,2.4",N/A,SUCCESS,2025-12-15 03:58:21
249,"Z1",https://www.gsmarena.com/samsung_z1-6894.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 03:59:22
250,"Z2",https://www.gsmarena.com/samsung_z2-8288.php,5:3,45.54,480x800,4.0",N/A,SUCCESS,2025-12-15 04:00:24
251,"Z3",https://www.gsmarena.com/samsung_z3-7273.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 04:01:25
252,"Z3 Corporate",https://www.gsmarena.com/samsung_z3_corporate-8170.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 04:02:26
253,"Z4",https://www.gsmarena.com/samsung_z4-8682.php,5:3,57.64,480x800,4.5",N/A,SUCCESS,2025-12-15 04:03:28
